mtime,AK,AS,BE,CS,CT,CU,CY,DH,DJ,DK,DP,EZ,FJ,FP,FR,GL,GP,GT,GV,I,JT,JX,KO,KU,KW,KY,KZ,MR,N,NX,NZ,QS,QX,RS,SW
2021-11-29T19:25,6362215,8392826,6511241,8840504,7168648,6243548,9066792,7367907,6509909,7338837,7477662,8571041,8017772,7450123,7878499,7235099,8810512,6635015,7418318,7739587,7377034,7082389,8033424,7182121,6508334,7460477,6428754,9647611,6175110,7150156,6247037,8268804,9177706,8055174,5725435
2021-11-29T19:30,7692050,7055155,8033023,7090311,6748645,6944104,6204593,6077443,8357169,6971379,7687028,7506899,7950311,7286089,6567431,7846709,7831914,8342320,7344067,5971848,9198253,6742588,8740210,6772156,6658918,8588852,8304082,7036876,6793745,7454792,6508712,7952941,7440391,7651389,6838385
2021-11-29T19:35,7641292,9122835,6352014,7440906,6884797,6346580,7972573,8401422,7771865,10510133,8401618,7489599,6984378,8867982,6357854,8376455,6140696,9018750,8758277,6401040,7137700,9228264,6896199,6701152,8162374,7105070,7158420,7635773,8488542,7814649,7663282,7059023,6569510,7410033,8543640
2021-11-29T19:40,7413458,7955140,7649242,5422100,6845635,7733332,6998252,6753267,6617177,5991858,8880207,7671127,7508587,5868664,7185215,6648440,6201896,6511554,9252762,5972670,9299429,7379426,8962158,7614666,9010683,8539054,7461963,9167240,8395467,8406312,6887744,6732745,6607709,7828216,7348790
2021-11-29T19:45,7430639,7533855,6471485,7105773,8856561,8057562,8003571,6666201,6316755,7127591,7151030,5847869,5846668,7820571,7563578,5798401,7144489,7894621,6998262,8726039,5901238,6612461,7365341,10309717,6527499,6784201,6055754,6141103,6373858,7228725,6564643,7759813,7342745,6900488,6985583
2021-11-29T19:50,7621375,6090673,7857391,7384299,7063102,8670673,7977121,8240020,8390198,7089438,7118289,7730301,8009502,8397298,5449437,7004530,5984802,8576772,7092235,6838770,7167329,8390573,7681344,6388127,5247011,8656129,6743389,6859332,5798295,6785788,6320731,8763527,7579236,7852682,8098215
2021-11-29T19:55,7422448,7901580,8566036,7083134,4852543,7794973,8416499,7441875,8555661,5817228,6822488,7807048,9393385,7700050,6423480,8166534,8991504,5773127,6876272,7370344,6857953,9285034,8474405,6426943,8000712,7237571,6640522,6096851,7034385,8028737,7273740,6275852,6954883,6057049,6745438
2021-11-29T20:00,6995551,9176516,8631825,7591755,6714799,7702546,7849021,6852503,8089588,7465799,9436459,7322087,6405215,5392233,7305046,8144993,7270189,8299430,9038874,6821628,7673136,9220101,7154536,8417720,5498499,5888601,6775163,6553196,8731737,6529831,7313802,7276437,6763723,8441505,8185472
2021-11-29T20:05,9121311,6598258,7935609,7823760,6860583,7838485,7665603,10012301,6243301,8072202,8582598,8855467,8371863,7441367,8540825,6890718,8391989,7995995,9940553,7014650,8046106,6807432,8126541,9547937,7993386,5286614,5825444,6297018,8520454,9123910,7820866,6364207,8102331,7517162,6399865
2021-11-29T20:10,8966444,6265691,5909560,6678107,5438676,5854578,8045437,6352423,6830347,7152316,9260731,6890946,7334614,7706912,7538412,7768122,6808594,6799042,5918532,6127160,7291173,7975965,7223486,5387856,7675137,7705944,7706507,7758006,6499799,8134163,6946339,6713206,7963156,8293964,7177657
2021-11-29T20:15,6498429,8127652,7828112,9372121,6694971,7645200,8506210,6741066,6369217,6281246,7087951,5274325,7794420,7644564,6724303,6530152,6146225,6357162,6432056,6791745,9560974,8215581,9485892,6266496,8424432,5724631,7243948,6562555,6146331,6983173,6639890,9172007,6887453,7637673,6146027
2021-11-29T20:20,7798906,7633325,9140698,6158221,8065657,8124545,7490067,8528880,6482246,9573938,8252248,9409969,6810009,6106771,8234688,5723153,5630314,10009099,6980321,7616420,7634260,7113070,7894656,7926166,7511431,8449853,7955700,6810595,6796454,8278624,6487468,7107062,7076881,7533122,9107856
2021-11-29T20:25,7275745,7454247,7618412,8193547,7891930,5734113,4465560,8893154,6222100,5370496,6499558,6821689,7768968,7140950,10436942,7033976,8581477,6116840,8008853,7339244,8428751,6948089,6827425,8810786,8499752,8832404,5322816,6855864,5955062,6563790,6716413,5491174,9563531,7209878,7327038
2021-11-29T20:30,7035850,8876580,10686676,7129827,6606556,8716098,4846806,7778031,7862048,8211059,6005194,7388085,7672953,7774407,7615407,8941381,8071862,7316285,7271138,7670572,6821142,7228507,8239682,6673195,7236524,8371548,6648559,7267786,6251009,7987025,8863401,8206250,6147423,9750156,9748157
2021-11-29T20:35,10230472,4743581,9469675,7854893,8539337,7233633,7975751,7013864,5867773,8455710,8958060,6765159,6719778,8457127,7525686,7353650,7136554,8913900,7509300,8202280,10525336,6713508,4937780,8149981,7311262,7771607,7307998,6783550,7805747,8267869,5645144,6915256,6649488,6437066,6306482
2021-11-29T20:40,8355704,5889185,7509641,8511648,8222894,7668261,7783281,8606794,7141983,8626608,7587279,6847622,6705336,9042884,8817440,4592781,8196793,6117863,5458327,7081632,7850915,6638403,8785312,8416938,6834705,6627575,5739848,6335581,5097452,7632139,9007375,7762624,5983569,6623093,7447540
2021-11-29T20:45,8158015,6431820,6682762,7960906,7307142,7332812,7403620,7710103,9703262,5242899,9171110,7269828,9763107,5692828,5975558,8765709,6568835,8726240,6357017,6280860,7865604,6438136,7436178,9107219,6934756,7259839,6819105,7195695,6688037,7915358,6955230,5796320,7860019,6625622,6990611
2021-11-29T20:50,6440986,7752287,7137019,8288043,7065475,6493846,7691804,7476502,7511300,7312455,6048955,6559472,7309598,6210412,6810512,9175124,8137743,6400268,8006755,9244510,6948449,7415206,8620038,6204804,8010661,9576810,7075410,7231020,7191922,5948199,6670633,7375999,7666126,7089885,7642736
2021-11-29T20:55,6892143,6942775,7164103,8515581,7313607,7888366,7024317,8083544,8637825,7336893,7322367,7275120,7510518,7256800,6851510,7186143,8838744,8237429,5800194,8177542,7641586,8243016,8514897,4924669,6892306,7245991,6350658,6259098,7592107,7807786,8259077,8178180,6989471,6618479,7771820
2021-11-29T21:00,8485829,6868312,7522413,7530266,6028960,6001188,7155618,7359690,7632164,6148378,7151133,8005126,7288454,7467267,9609406,7798843,6265829,5937643,6521134,8573648,7876032,6891238,7731447,8617350,8557604,6510298,8559901,8686491,7121959,8103949,6238062,7223600,6738460,6981254,7970011
2021-11-29T21:05,7085407,6553565,6454107,5335363,6490474,7887399,6210977,7057377,8350263,8148998,7497736,7715958,6030579,8994541,9727031,7045716,7891893,8856951,7870513,7883585,5658717,6238403,7339687,7079017,7161091,7116915,8583075,7579725,6948130,6813917,7414254,8726907,7340468,5954343,6907777
2021-11-29T21:10,9098482,7743547,5455884,6807240,8223760,7305475,7568826,7702032,5883248,6843252,8312551,5336929,7664061,7285358,9240876,5729882,7233666,7024799,8001636,8924052,6880007,6480464,8851570,7528570,8071721,9064902,7112870,7222967,7324445,6624377,7413176,7129038,7989184,7605660,4554110
2021-11-29T21:15,6650292,5356810,7309799,8373586,6487824,6437788,8022860,6328646,6375202,7606530,7125138,8031029,7101394,5331634,7092509,7012362,6102415,7415378,8134201,7590324,6726149,6699381,7158918,8912591,6789528,6383626,7571225,7639648,7283389,6315940,8285485,5838241,7715686,6126322,7418088
2021-11-29T21:20,8772677,8072109,7511336,6376317,7571375,7499474,8552855,6160991,7603715,7361268,5998549,7579708,7657763,9466213,7988852,7411381,7241011,5666699,5978665,5043674,8536231,7163113,6826107,9024557,7209501,6323272,6540467,6788561,9068528,9328545,8068726,8238478,7670306,6378967,6565842
2021-11-29T21:25,6968166,6746336,7510106,8184730,6982772,6237158,7027750,7835772,8654843,7938369,7088154,6711716,8788441,7785496,9536544,7962126,7874136,7280912,7002670,7652517,8270854,7933278,6412379,5940219,7183008,7115432,7801106,5672777,6975072,6786375,8196522,7512020,7960870,6677360,6775919
2021-11-29T21:30,7596147,8076896,6401483,9231984,6932041,7560023,9175465,7021302,8223471,9510074,6885543,7925101,8480981,5887865,8182788,7031578,7282346,6934029,7317971,7748460,5295772,9226083,6891929,7301743,6386668,7153909,9027520,6959249,7395594,7354505,6308692,6999365,9462788,7348036,7126954
2021-11-29T21:35,5391300,6270829,8496196,8121237,6640534,8647942,8008445,9331014,8490360,7626997,7431743,7347226,6656046,5638036,8091048,8424385,8858568,4531092,6858600,7585868,8329370,6142571,8864259,7400166,7655151,8017479,6118877,7899925,6955292,8147933,6483794,7648329,7220600,5538195,7876948
2021-11-29T21:40,7093699,6727972,6339109,7371767,8356431,8775337,6772173,6382357,6646272,5787713,7985789,6414771,7519148,6565822,8490031,7883941,7265836,6208588,5121153,8646815,9398323,8774479,9001353,6649469,8087277,7745928,7468212,8430751,6448147,6346222,6500697,7452340,8033159,7011977,6579326
2021-11-29T21:45,6898128,9941819,8030271,8100048,6995030,6061225,7251503,7851712,7100356,7816227,7859583,6045249,6007804,7727707,7649880,5774291,7172261,6434730,7065146,9127836,10002147,7231848,7434528,6651381,8643186,5580565,6547776,6201866,6533086,8342858,7991196,5982106,7077244,7535664,7513959
2021-11-29T21:50,9188938,6821529,5272970,7149333,6525045,6772181,8012006,7034790,7191759,8400991,8535346,8083404,6022105,9325862,6449255,7420676,6077705,7294797,8659380,7930830,5619065,7139885,6814742,8835123,7146099,8086586,7825088,6224570,6779098,8584290,8181935,7043354,6989413,5767619,6295733
2021-11-29T21:55,7703084,7188441,6657808,7024225,7272406,6502275,6053346,5850773,9175221,9422538,7838881,7342212,7846355,6757947,6460868,6922786,6748603,7312654,9048931,6434157,7296578,6671660,7924919,6755265,7933862,7837082,7353525,6323803,7859188,6227445,7259485,6229432,8049734,7350922,9260156
2021-11-29T22:00,7413017,7677632,6126103,6250995,8870677,7368660,6236587,8040342,7862700,8882519,7396250,5986589,6087971,7934618,7158015,6497105,8492998,4980649,8524207,7763756,8404239,6444092,8528459,6673351,7268728,6559691,6850725,7645989,6422506,6584226,9779648,8402381,8468989,7201531,7648959
2021-11-29T22:05,6616510,7092721,7489312,6210277,8049918,7258509,9939297,6959867,7050864,7393008,8953563,6833729,7318966,7378579,6505657,6979197,8190341,7946562,7326091,7660586,7328335,5531015,6700831,7321209,7268969,7260950,6419126,9412432,6570551,8040079,6705866,8178531,9060513,6969421,7926100
2021-11-29T22:10,6975049,6050586,6957389,6874802,6780008,9413351,7945961,6596526,7274756,5992632,6760784,8341117,6337106,6888950,6962167,7216182,6467775,7454658,7979211,7430465,5638270,7928821,9098830,5638469,6056599,8264637,6630473,7059623,7463494,5771409,8088943,7056534,7050604,5769408,7570781
2021-11-29T22:15,5964679,9084473,7372334,8917500,5677482,6993779,7833693,6362496,7168549,6950941,7748684,7570099,7058337,6246593,8280761,6949490,8919495,6288804,7269480,6462764,7056494,8094338,6245119,7040083,5844525,8159518,7419663,6385188,6111264,6929514,8288379,6157472,6939343,6464836,8170561
2021-11-29T22:20,7772404,7368559,5995680,8639080,7738538,7148268,7519435,6689290,7988911,7451791,6353495,6867222,8148407,7281165,6921664,7709640,8412157,8693669,7269406,6894059,6819261,6529163,6053314,7703948,7507281,6720879,6944218,8089294,7243218,8038069,7289747,8164261,8922992,7462274,7911419
2021-11-29T22:25,8104628,6734168,8563117,8224683,8968094,6984107,9623566,8567007,7331376,8709960,7515557,8826434,7616803,6804933,8732889,5968899,9407310,6759876,7450609,7576377,5678930,7678232,8912563,7146953,7849473,6805488,6023698,7093078,6242126,6331219,8604502,8155973,9433384,7219429,7139698
2021-11-29T22:30,8558271,6943735,6769008,8643999,7840693,7361289,6535509,7613942,7393868,8709584,5703341,7527563,8298610,7120818,6820015,7085969,6146739,7437710,7140365,7468908,5905531,7607269,7132710,6561664,8565755,6722582,7935483,8693199,8297801,7544817,8106542,5658429,9127015,8565593,7647096
2021-11-29T22:35,7519592,6420278,6161685,7455232,5075551,6804524,8198784,8379264,5899456,7310792,8688569,6246532,7220042,8955516,8151489,7226485,5891341,8992186,7152319,7202577,5892411,6981701,7775667,6320461,8696185,7050658,7984948,7237439,8038796,7050950,7896148,6766438,8856113,8335195,7686156
2021-11-29T22:40,6951785,6500345,7459629,7689559,8502811,7473775,7576273,8131170,6292485,6749698,6373580,6585438,8023451,7342131,8253942,7140984,8431740,7389998,7217725,6345336,8009627,7906693,7602882,6628943,6330979,9068293,8355743,5727147,7647104,7096074,6032785,8245231,6948310,6923817,7149000
2021-11-29T22:45,7553683,6157466,6783291,7034787,7063103,6781594,7317666,8212153,6752830,7212213,7852827,8026471,6704038,7444390,6356585,6965468,8857059,6355132,7150593,6663681,7218719,7052013,5914055,6555567,6525910,6242986,4681291,6475604,5691757,7618668,6436033,8210735,8875961,7093903,7504797
2021-11-29T22:50,5312089,8029485,6018682,8245819,9644519,6705903,7666055,7526227,6521632,6287104,5829642,6433484,6880200,8090329,8529693,6141173,9000402,7536484,6902027,7144376,7090988,6409848,9080950,6698301,8760728,5737325,8901072,7627853,8882352,7498253,7799414,7216282,7608669,7884972,7141144
2021-11-29T22:55,8647620,8359373,8158512,7460324,8765619,6798940,7344519,8607161,7044757,6188796,6489114,4808378,6311222,7292935,6652721,7067974,7717535,5915023,8410601,7386819,5597544,4510182,6927933,7334200,7340630,7069748,7861736,6605144,8421852,9923811,7730593,7834911,7511193,5653397,6928471
2021-11-29T23:00,7043677,6726405,6556923,5871625,7277420,7907092,7357755,5694902,7701091,8364715,6963107,8742192,5522341,9070508,8583878,6711103,7871114,7036916,6219231,5217496,8712035,7033062,6984574,8159996,7903336,7597877,8004977,8182551,7049857,6709304,8980061,5895622,7152635,6974109,6142819
2021-11-29T23:05,8078081,7866114,5698284,5671409,8084735,6446267,8559199,7295072,7150035,5892059,7411320,6609672,8193226,6124676,7658588,7127229,8180437,8040249,5806942,6824877,7317060,6919591,6436487,8712335,7647260,7862484,5801669,6280358,7506243,6542069,6670752,6416296,5895661,8127606,5680143
2021-11-29T23:10,9618423,8635602,8096774,7988943,7997438,7140256,6111833,7596148,7289364,7039886,5571622,6927508,6440259,7244033,7161655,6748799,7401944,7608257,7744762,6730249,4039273,7551249,8658177,6651083,9638123,6331389,7616927,7532367,5783709,7502522,6833252,8032538,7423899,7261136,6693048
2021-11-29T23:15,5690125,8440274,8090001,11198876,7609679,7345733,8088630,8568342,8528891,8241394,8192715,7765039,7336217,8737297,8684259,7501682,8911300,7219136,7228609,9821812,8246368,8148118,9220194,6427115,7299789,7889856,8770201,6754148,8508070,7806021,7560629,8426682,6530498,8422324,7470848
2021-11-29T23:20,8855131,9816045,8746715,6956934,8858529,7978805,7373756,8199632,6917113,8170539,6119220,7581807,7743668,4704724,7016283,5502454,7088040,8203982,5043494,5151576,5870919,9339366,7541082,7376855,7222096,9193297,7520269,7128309,8392634,9366603,7889747,8035782,5630903,7708190,7265670
2021-11-29T23:25,7218786,6270271,7964787,7184161,8181954,9505698,7473826,8342654,6327428,6575310,7221179,6867749,7786233,5555612,6454347,5160658,9640219,7601842,7565957,6135060,7718486,7061432,8869723,6547329,7739402,7743263,7507874,8518792,8524660,6810592,7213914,8652017,7310532,5819902,6935177
2021-11-29T23:30,6821034,7296961,6764789,8016155,7946347,7935892,9178471,7733376,8563978,9950651,5914351,6090961,7933966,7647918,8055710,7160833,8052250,7983908,6541795,6609517,6078608,7662290,6036032,5534058,6691603,5926570,6665820,6319340,6362997,7621639,7977091,6173588,7499733,6994497,7116695
2021-11-29T23:35,7458077,7043392,7258036,7099989,6694658,8614908,8269221,4156136,6124374,8457049,7188693,7368562,7952517,8640901,7200682,8933965,6154504,7472086,7676341,7411663,7480340,7238012,7703583,7045924,6672119,6654412,7732423,6560111,6414640,9585835,8186666,7147368,8570757,8132142,8429346
2021-11-29T23:40,7966081,7425093,7856287,9084371,9104739,8936055,7054039,8036789,9578233,9019310,7435787,7885703,7745514,5625435,7134731,6553834,8332060,8091895,7537609,8276771,6450186,8782907,8401001,8733134,7660349,6636840,6945471,7983938,6963974,6545845,7430994,8061462,6991942,8165298,7989363
2021-11-29T23:45,10048115,8194403,6649767,7549306,7159328,6516931,7949532,7056151,7262046,5970503,7521179,7147298,6999834,5446371,7333613,7974745,6449649,6951828,7162328,8662560,8348656,6661865,7370176,7729791,6488926,9929241,6450144,5618157,8407059,7417200,7586989,8376549,8153880,6467425,6332600
2021-11-29T23:50,8686546,6959974,8544713,7201957,6456941,7751444,7906401,8021527,7479749,7533827,6264954,7379261,8176109,9976819,8217629,7625009,7270945,7902911,5779590,7002855,6948349,7908309,6324841,7503335,7047256,5837653,6937610,6475816,8914182,7014588,10758994,5713799,7436791,7129690,9527465
2021-11-29T23:55,6141510,6619857,7423239,7011706,7515657,8101657,7729191,8451058,7483748,6727166,9139166,6261166,7048161,8991835,6842825,7698101,4722742,6705111,7535105,7000080,7758501,6462162,8265724,8729381,8905436,7137916,6088716,6429048,8082990,7620509,8109694,9008507,8090752,6246600,7477481
2021-11-30T00:00,7139181,9010258,8055697,7700148,6079305,7988684,6260039,8198361,6664629,7802022,8679280,6311525,7349985,7232768,4708102,7386182,6548102,7671586,6320676,7492228,8165018,8249639,8205859,8842246,7779158,8820608,7360193,6269136,9057994,9578281,7213004,7170769,8401781,6973869,6750782
2021-11-30T00:05,5269999,6972198,7873711,8092595,5198129,7766724,7660449,6425027,8256343,7750606,6648197,9022504,8301154,8881303,7693136,8398646,5962392,6573110,7756026,7697560,5031614,6210102,7934423,6721395,5209848,8266387,7572943,5790756,7603861,5947515,7675450,5869497,8033630,5828774,6838458
2021-11-30T00:10,5522095,6641428,6830069,6009549,6827787,6873959,6208580,8446930,9511878,7083209,7858459,5081739,7394269,6970174,6828422,8911207,8312789,7339662,8736350,7023231,7522407,7212116,6593053,7793259,7598408,9000818,8885660,8261327,9016468,6776348,7081641,6744966,5374833,6936151,6173089
2021-11-30T00:15,8006163,8482586,6676632,7260461,7297236,5699329,8040351,8258341,9042749,7562667,7538307,8055103,7941097,6329132,8562148,8408676,6667933,8480723,6989188,7463745,6025344,8194691,8195672,6480953,6362842,8021223,6274200,7707897,8738493,7206736,6737825,5949307,7045379,6941624,6609670
2021-11-30T00:20,7558097,8143546,7523024,8420850,7622254,7851647,6248852,8358347,7827795,7404257,7331256,7220124,4695311,7514425,6918814,5865200,6225329,7761061,8757556,9489573,6088984,7676633,7042813,6287895,7572239,8298814,8276905,7465157,6028812,6529074,7439489,6564402,7323418,6971502,8081174
2021-11-30T00:25,8978137,7509575,6918149,5975783,7996263,7749878,7124539,6794249,9070533,7089466,7231878,8008679,6773666,7572474,9195423,7601278,7618565,7885755,7575905,5727189,8179385,6173157,6500042,7267263,6386049,6756696,7188926,6981291,7467593,7501829,7618811,7515350,7073011,5441892,6967670
2021-11-30T00:30,7005625,6837794,9396425,6647997,5901212,9679780,8326703,8615929,6008838,9072344,6948147,8242705,7563850,7383381,7962603,7842242,6712695,7655122,7837057,5586296,6591315,6853376,8493225,7781842,5754985,8297811,6502136,7221644,8377259,8368480,7829189,8400023,6941874,9706032,6143410
2021-11-30T00:35,8586189,5572091,5146609,7911407,7078563,7302826,8245675,7492126,7306837,7486269,7672072,6429254,8237655,7795701,5707020,8151837,6542100,6637352,8390629,7370171,7803396,7992482,10265243,9691259,6785956,8055883,7990605,7884111,5591897,8132635,6399632,7257012,4879362,6697473,6258246
2021-11-30T00:40,6239942,4966855,9041475,6800185,7071332,8357844,5967162,7013705,8499033,6052593,7898689,7725118,9829684,6950168,6665279,7278712,6675578,6735162,7364588,6846144,5992833,6218918,8935224,8908633,6155840,5926938,8381324,6911172,6435787,9277296,7328403,5720987,8744053,7769681,7415718
2021-11-30T00:45,8577533,7006172,5943591,7725561,8383677,5443854,6708137,6202293,7471080,6409570,7428621,6255928,6234907,9191033,8478337,7274308,5680960,8389744,8788849,5797612,6676477,6905964,7194977,8510822,6646079,6487889,6978553,6899135,8833659,7799038,5679660,8293474,7123130,6195213,6309668
2021-11-30T00:50,7110866,8028618,8433221,6625843,8032368,6979220,7964247,7802791,8057387,8054580,8443863,8314796,8853351,5762765,7841316,7607092,6240187,7996166,6610871,8000566,8475962,7058702,6661067,6778696,8134566,7814595,8726799,6905187,7979203,5777853,7721755,8060856,7606684,6855319,9350375
2021-11-30T00:55,7047582,7344669,6590243,6694599,7748700,6700722,9217931,7655777,6815258,7213292,7263174,5645144,6339747,6209603,6755613,7569791,8593824,7061517,6748172,7441694,7671994,5377058,6607038,7666653,7600381,8083439,7454278,7358671,7309852,9349518,7856145,6775888,8009951,7258746,6093336
2021-11-30T01:00,7896871,8126654,10117703,8343649,8413634,6939488,6726607,5185460,7494083,7060084,7464720,5911129,7635101,8427091,6277774,7149833,6422644,7745781,6719440,8106415,6823448,6904719,8862164,6350186,5548468,5253725,6098911,9759621,6281400,6918741,5229859,6991404,6368034,7474180,7292959
2021-11-30T01:05,7667049,8130584,6132161,7261474,6790276,6859981,6503020,7986845,6877249,6463483,7943467,7650757,8185045,6525747,7962609,7175746,7861477,6549916,8334550,8605608,7317881,6316310,7515698,6948532,7100272,7387619,5779059,5916382,8161825,6051270,6464302,6612554,8442849,7628621,6400085
2021-11-30T01:10,7486654,7180459,6746713,7336286,5802959,7557739,7942592,7766020,6652718,8190301,7515859,6451964,6264880,6912366,9400642,7547316,5259322,7291022,8251728,7557369,9626406,5873006,7670565,6249216,9083952,8405152,6630944,5798366,7636049,7261886,7822772,7119135,8568027,5563006,7201667
2021-11-30T01:15,9000833,9150323,7749133,9610376,8303001,5570036,9114774,7298015,8394527,7644155,7202660,7254539,7347977,5536462,6768483,6559411,8866412,7052791,5714901,6372513,7901296,5586228,8794315,5907679,7251531,7545034,6970493,7102980,7895326,8127353,7592984,8875157,7782024,5648516,6649258
2021-11-30T01:20,7095514,8187095,6968872,6916843,5880079,7144978,7080168,9154619,6907817,7953313,6550505,9217672,7178509,8458900,7439995,4905272,7758893,5712670,7245786,7720152,7346014,7039033,8151298,6252913,6773201,9017878,6639824,6035275,7751632,8030338,7265855,8189442,8326777,6469731,7286070
2021-11-30T01:25,7855090,6895917,6137322,9143180,8402964,7679775,6659330,8760996,7399749,8632255,7444112,8266404,6519056,7926454,5992744,7551732,8430470,6719613,8420289,6026986,6280533,5280012,9220447,5663889,6058181,8117192,6520812,4300175,9445117,7185549,6570464,6354729,6787117,5738911,7275641
2021-11-30T01:30,6449399,5427257,5068966,9026025,6513262,7378638,7446591,6856939,8252182,5925191,6069145,6838508,7108595,7392400,7038591,8677511,6103033,5737571,7234583,8196949,6520673,6302498,6261554,6496858,7886388,7572519,7176947,6465493,6094327,7961462,6452894,8188965,5861094,9136861,6946743
2021-11-30T01:35,6959082,8128279,6395229,8433629,5945089,7697645,5097773,5921482,8828679,7854547,9146042,7614655,8142793,6497040,8508906,7695414,6714927,7182721,8297383,5381663,6755381,8758953,7203770,7781507,6206381,8479464,7756692,7053464,7936393,9603404,7711284,8030636,7431461,8150046,7144416
2021-11-30T01:40,5834746,9318382,7973222,7982691,5894754,6611929,6284919,7468888,8394399,6349057,6560550,6689652,8902969,6619428,8072246,7290376,6552635,7028116,4206060,7341864,8508281,5705930,8939406,7679698,6530964,8510008,6944947,7049995,6941705,8322388,8008102,7262150,6393041,6290032,5788879
2021-11-30T01:45,6989853,7526240,7560583,6631562,5814962,7611233,8290228,7104972,6977501,6090093,6045304,7022626,7638533,8779686,6544632,6689385,7295161,9325770,6801210,7217956,7714725,7033629,9348667,7290813,9515232,10663520,6165245,6502255,6955029,8802621,7577606,7845228,8618928,7444883,7681376
2021-11-30T01:50,5877847,7067118,7365091,6640762,6521386,7339552,8501158,6942234,6824756,6876300,8057384,7052406,6611580,7215237,6208673,4871237,6357446,7726747,7200761,6957514,6198885,6777258,8117087,8165443,7475557,7098555,6503616,9128775,6797358,5966861,7767105,7749397,6786328,6816676,7933163
2021-11-30T01:55,6481191,8587976,8187227,5274152,7781972,7277409,7686870,7697614,8630422,8323015,6983992,6722648,6958653,7746345,6559935,8519487,8507534,6866797,9307754,8808558,8062052,7957849,7867090,5383980,9313217,7533677,7994367,8671651,6572926,5850712,8443729,9313975,7490311,7459878,7270744
2021-11-30T02:00,9650269,8197637,6373594,7285434,7322675,6413611,10517570,7737833,4336914,6035591,7032990,6243805,7928193,6168017,6222007,5522956,7053938,4579786,5601008,8103141,7597129,5873818,7829800,8522967,7497265,7776303,7407319,7602823,7744493,6199632,6718999,8160863,7000710,7952117,7179068
2021-11-30T02:05,8021378,7253678,5850567,6688732,7223755,7681308,8449585,5878117,8041464,7474345,7441937,8752515,6995047,5485065,7307176,7740728,5076848,7557191,6318460,7817802,8403432,8325502,5923498,7419168,8032434,7219332,7829202,7156177,6295181,9325493,7774161,6624518,7028072,10059703,6445927
2021-11-30T02:10,7379822,7003025,7807212,7382602,7698008,6518732,6754450,6854645,7996226,5294181,4223702,7840071,9155387,7065125,5626549,7568300,7867617,6272856,5903606,9506782,5759549,8597467,7267353,6604616,6918031,7728270,6547864,6923003,5644035,7006700,6067321,7758326,8694747,7416321,6804585
2021-11-30T02:15,5559836,4878307,6992341,6975888,6162779,6989884,8152468,8044265,7580044,6606248,6920588,7949226,9111746,8331115,7338446,8424579,8386905,5638260,6958112,9461002,6608959,7181691,7148191,8640474,7695048,8151836,6073830,6313230,7453426,6314921,8980074,8167926,6902337,5713605,6205090
2021-11-30T02:20,8317461,7808625,6926755,8003177,7193732,6286617,8791441,8318057,6479516,7411768,6237697,7106827,7100528,8390247,6028942,7930304,6277509,6322842,6241574,7373943,7907240,6027486,9177445,7682008,8708862,7268213,7631683,6079923,7386716,6768720,8007419,7551717,7028574,7881445,8772994
2021-11-30T02:25,8229985,5565600,8284453,4803724,7380020,8058010,5601042,8668123,7179749,6321943,6523349,9089368,5340631,7617123,6983329,7763539,7532875,5797426,7397800,6686708,6867980,7427476,8303521,7268416,9539481,7078669,5542864,7322450,7287588,8617468,5588480,6853396,5332817,7119384,6009447
2021-11-30T02:30,8359872,7754052,5554479,8658818,6543729,8398292,6405012,8042849,7157290,6822363,6772026,7114063,4737860,7373777,8278816,7216358,5614244,6733889,7235769,8466669,8937361,6029863,5711797,6506445,6279218,6767134,6883521,7541316,8059577,7831567,8309585,7843877,6240865,6866938,6610810
2021-11-30T02:35,7142819,6425804,7967060,5250282,6513380,8321888,6675712,6887216,6300154,8142925,6308257,7316329,7989977,10360805,6104452,7359736,7949719,7988293,9896681,8317493,6806667,6742507,8799741,6709302,6665416,6218242,5668747,5449462,9212965,7738021,6263590,8581679,5967601,8144757,5698582
2021-11-30T02:40,9894238,7543110,7569179,8731219,7563498,8466005,6782357,6116264,7059861,6544803,6647611,6269218,7423419,7629467,8675148,6574731,6449152,9387770,7032490,7488751,7766494,5323129,7989404,6146123,7060590,9084437,7162889,7473581,6272925,8398832,7480359,6842434,7278232,8138458,8043512
2021-11-30T02:45,8350849,7417533,8261582,6144096,6083203,8436906,6328288,5668698,7370335,7508584,7636361,6860043,7179367,6076714,9033487,7379989,7869110,7503652,6820724,7640837,8291086,7545733,8139399,7064778,6572806,6825958,7450415,8276705,8372892,7262428,7397215,8348471,8063010,6602562,8238311
2021-11-30T02:50,9774569,8010094,7424364,8199786,9739068,6060783,7260890,6338306,7867287,6511613,7204752,7136032,8282766,6528621,7457146,6740182,5685823,7842419,7148353,7877450,7166358,7325729,6907838,5333802,6639231,6966180,8527115,6543740,9109013,7094683,8444514,8105229,5799307,8634459,8231393
2021-11-30T02:55,7206662,8488086,7096953,7391247,9567785,8306246,5775246,6542412,7276788,6292461,8747070,7261610,6305897,6268392,7338836,7330212,8535984,6472126,8286794,8810993,6258051,8172284,8137596,7597526,7394124,8111634,6237571,9157307,7313555,6582610,7270680,8032342,8469645,8090184,8130555
