mtime,AB,AM,AO,AU,BT,BY,CV,D,EH,EX,F,FT,FZ,GI,GT,HK,HT,HY,IK,JT,K,KN,KR,KT,LM,LP,MP,NR,NV,PU,RS,ST,TW,U,WX
2021-11-27T02:35,7302805,7566930,7371153,6705087,5529190,6368855,6570838,6476182,7501177,8924564,6355678,7740316,8558040,6495309,7210674,7312250,9567504,8521699,9041135,8663899,7874950,7519740,6375283,6943067,8635046,9047209,7635569,5888102,8078324,6502516,6859417,7893041,6451185,8359391,8662466
2021-11-27T02:40,9037748,8432559,7587585,6634984,6596085,7626948,4504614,6414798,7393939,6495451,7951162,7681088,7520169,7137230,6877244,7581796,8855781,7524444,6163386,5996614,6754096,6722040,9196603,8529660,7996699,7842952,6467584,6894880,6811443,6075607,7097293,6811061,7485430,6404567,6961279
2021-11-27T02:45,9279355,8583319,7107834,8017757,8004102,8794515,5388374,9865129,8521891,7572523,7147387,6890268,6763114,8954676,7427411,6818667,6460949,7525986,7783577,7235112,8312478,7235089,9106957,7922375,7285902,7255618,7813212,6408895,7843964,6123028,6476834,8264553,6565716,7278575,6990421
2021-11-27T02:50,8301107,8644412,9005263,7088616,8159234,7224377,7966014,9088353,7314644,5855587,6833374,8566932,6442345,7129456,7534369,8212983,7467923,9234860,8062096,5993029,7471830,7178845,8835919,7151749,6192629,8014046,6982610,6148409,6376200,6781309,5846550,7470840,7658422,6171197,6137516
2021-11-27T02:55,7237592,7531085,7455551,7465622,6711903,6955821,7603331,7949014,7254303,7902122,7221042,7105794,7496277,7073464,6912777,6635894,8083009,7269431,7762633,7914533,7557745,7446806,7366006,6194493,7713477,8647150,6841269,6695390,6821458,6004589,7831378,7273431,8931652,6391233,6236456
2021-11-27T03:00,6154545,6773922,7948939,7641061,7216397,3776149,6989433,6484016,5874382,8618897,6594336,8140285,7408869,6850371,6952088,8090333,8109072,7141414,7350463,6789342,6264521,8375577,9897877,8757031,8854816,8354036,7523993,8686487,7191715,6586534,7604441,8245015,7654531,5986075,8578899
2021-11-27T03:05,7028867,6562781,9127081,8265205,8718942,7076997,7750645,6832344,8472740,7944546,8600593,6666926,7580990,7282719,7360588,9386342,9954058,8638160,7411159,5691499,5772690,9264102,7413049,8074601,7274809,8443461,7521861,9845998,8506111,7148484,7681441,6540882,7127867,7014418,6842705
2021-11-27T03:10,8476996,8218405,7950877,8036587,7744098,7181928,7301975,9520551,6336025,6988435,8118573,7179614,7645860,7544749,7577478,8617805,7639436,7476082,6756089,8530604,8831373,7344382,8142177,8183499,5720737,6559137,7627198,8653428,8369299,8424423,5573649,6329981,7859951,6634865,6328420
2021-11-27T03:15,8823984,6340071,7852109,7292034,6424453,5539633,7019787,7793049,8617574,6442999,9146074,10300225,7572160,6710281,9024694,6480921,6256833,9262570,6467602,7833062,7563545,8867547,8688734,7188145,8082946,5959948,7429368,6393342,8608166,5955224,7767568,8774714,7891470,6174701,8302834
2021-11-27T03:20,8064952,8456331,7260584,9267590,7747004,8074393,9044270,7932439,6954705,8855534,5387107,7685573,6702138,5072027,8179307,7119902,6672574,7224425,7423017,5599607,5700180,8110732,7556424,8247557,6514585,7054652,7439968,9129093,5215120,7342684,8851533,9085291,6511100,6956746,7797087
2021-11-27T03:25,7966835,5509305,7632364,9006789,6855400,8597044,7707099,6423702,6519519,8591944,6772263,6592359,6357311,7176569,5363001,7430011,8459483,6290629,8352321,7887643,8202912,7379611,7502247,8971233,6231877,6306581,7312161,6286662,7334557,7251062,5668407,6456908,8269729,9360247,6970960
2021-11-27T03:30,6760004,7111634,7849190,7074434,7741542,7761375,9625601,9196350,7421313,8338216,8635930,7074515,7625047,7220430,7422707,7181562,7466847,8469293,6820492,5855602,6770476,5914196,8219753,9359785,7240896,8498972,6853994,8165580,7791570,10280837,8828348,6962914,7681023,5610563,7797885
2021-11-27T03:35,8018268,5852299,7132431,6929793,6535642,6367638,7772745,6871727,7602934,9678009,6359971,7551106,6932615,6723215,7684769,7212598,7140616,6029883,7157975,7564508,5675481,7813628,5817840,6597196,7725233,6733559,8386559,7382125,6475692,6509380,7779741,6965889,7309114,8709340,8593089
2021-11-27T03:40,7109416,7661476,6844711,8585907,7038291,6289028,6515211,7498897,6996415,6271269,8614254,6464598,6818809,7370480,8059721,8302714,8532266,7515164,7047446,8146639,6413251,7415677,7684367,7902010,6710057,8632820,6587781,7594940,8811416,6443557,8250193,8032273,5748343,7474704,8041488
2021-11-27T03:45,6244201,6798872,7941645,7539962,7893225,6169939,7738673,7562651,7718321,5162268,6121743,6709624,6574160,5605968,6613532,7375923,8509831,6827106,7336218,6685404,7469866,7439394,6218485,8427086,7219414,6618316,7287136,6506943,8302333,6424413,6245208,8597714,7081269,8826249,6822576
2021-11-27T03:50,5620705,6680894,7778804,5819747,8249833,7265783,6635091,6053417,7694014,6829027,7159328,5623553,8497510,7461967,8228819,6796773,7140545,7423451,7324285,6671384,7191512,8169881,7406400,8535752,5834823,7194521,7384015,7327341,5954916,7144872,5844674,7838145,8818038,7307564,9070931
2021-11-27T03:55,8682862,6798520,8070873,6844403,6051262,8709906,8743602,7446348,7904365,8142378,7987875,8464286,9471171,6511946,6169216,6464006,6572359,8036533,8019041,8379886,6697978,7430265,7117764,7440497,8827540,7323122,8618165,5870533,7836565,6814759,7892654,8040535,7762852,7422069,8058332
2021-11-27T04:00,7174908,8664003,7939700,5480375,7679289,7094564,6727720,6775553,6350064,7519561,6758094,5836046,7109819,7470059,6882432,8270436,7030176,6839201,7442700,7183252,6955998,7412792,7577023,6316056,7256908,7448325,6196543,5204212,6919943,8501989,7991473,6167803,6884313,7786887,7326672
2021-11-27T04:05,8273482,7931038,8270467,8016473,6895688,7930842,6442823,6573455,7749281,7982745,7814662,7940310,6134197,5981990,5932656,7252754,8001455,8240812,4721755,6524028,7299055,9433648,7701901,8973885,7605928,7368305,7185719,6750140,5871303,8070570,6975401,9033890,5664970,6916326,8898168
2021-11-27T04:10,5563067,10798799,8553281,7242852,6302351,7315101,6320261,7746891,7882713,8041668,7648127,6817627,8707727,7265110,7170231,7351182,7659737,8307105,6821490,7228401,7139575,6255214,6843491,7754625,7280134,6166910,6544392,7931045,8495712,7921604,5850050,6889909,6656012,7560541,9260087
2021-11-27T04:15,6932697,8157627,7421572,7429799,4080342,7040957,8421317,6977363,7777818,6575559,9525549,7966841,7028802,7059440,5773421,9184842,7300437,7241180,5510743,9552239,10232426,6374748,7734243,7285073,6697306,8926214,6563009,6050451,9543464,7942345,7322512,8285130,8576610,9332778,8331005
2021-11-27T04:20,7408001,6890662,7498172,8565988,7508190,6503967,7219787,6414730,7301825,6657185,7427182,7143440,7287850,6136013,6815713,7570925,6151692,9001935,6438286,7236705,6036681,7596241,8284107,6795446,6182751,8919271,8187996,8325916,6851341,8216523,7081638,8441309,7821428,6701058,6228354
2021-11-27T04:25,7412537,7935187,6861774,8576605,8924889,7563159,8142322,8154694,8340357,6990135,6849373,7648066,8120216,8467978,8220157,8348882,8217829,7796846,6973391,7623352,7690244,8826986,7290402,6653552,9260488,7382052,7235302,6346226,6996663,7729334,7310817,5547854,7613443,6172311,5853985
2021-11-27T04:30,7498083,8432419,8521070,6318699,5128698,8228792,6862536,8418501,6801289,8165221,6831960,4051854,7146216,5940655,6496444,7415956,9946420,7302728,6182860,6045980,7716337,8090942,7432726,7324236,7364926,6005463,8040641,7355708,7363029,6167924,8524665,8232073,8237035,6924328,7928225
2021-11-27T04:35,6453365,6803756,6233298,6698753,7830687,6046645,5833517,7082411,6640812,6819920,6331866,9137790,7665462,7291851,8053640,8771536,7113101,7669493,8284308,8121349,7096476,6321679,6767809,10062746,8882460,6098376,9530169,6431298,6759750,6755896,6089377,5956276,8241199,8302010,7086293
2021-11-27T04:40,6056478,7599966,7187622,6450577,8547317,5834361,6220348,9591283,9327154,6913511,7004540,7533609,8126221,6285560,7687426,7766113,10124191,6673658,8599995,8470941,8386060,6026284,6797557,7734181,6363362,8535336,6207846,7035601,6511873,7602408,8078484,7394394,8805701,6726080,7617273
2021-11-27T04:45,9099117,7658860,7689513,6724297,6618785,7194290,7684853,9355306,8320602,7542254,8256266,6776272,6087863,6697761,9280478,9066357,8009877,7678523,7053027,6593689,8478439,8036668,6791222,5448500,6797028,6993895,6638319,8083746,6921731,7761230,7736511,8690516,7567514,6456851,7358004
2021-11-27T04:50,7622393,8625573,6596563,7202906,7305026,7955788,8097799,6928603,5316335,7491707,6468266,7397902,6629413,7271269,9880925,9866440,5505948,6539536,7588881,6632950,6210110,9117173,7702325,7967579,6884022,6148857,6469042,7813217,5715380,6744820,7762189,7818340,9797333,7090862,9160711
2021-11-27T04:55,7314652,6358845,6162175,6826387,7263720,8235473,7444552,7758402,5977177,7036757,8258894,7730732,7960172,7481080,6077677,8601522,8705277,7074260,5821712,8363043,7123519,8035078,8444008,6713825,8966391,7717441,8686140,7252560,7987748,5976754,10011222,7613797,9280785,8697228,7338408
2021-11-27T05:00,5596597,6515088,7921951,6419214,7091976,7685577,7410070,7683841,6403956,9741202,6731594,9020534,9818041,9541373,7943331,7220277,7119002,6312551,7580287,8244666,7996972,5456418,4889699,4249505,7597000,7146221,7352251,5542614,8121398,7175382,6726080,9268178,6924969,7303245,7030386
2021-11-27T05:05,6994574,6707324,6835423,6519908,9124495,6808340,7140443,7159715,7872434,7428862,5756318,5828428,9317939,7957310,5798837,7892933,6572822,5867842,7734341,7987803,7349705,8395990,6479465,6803963,7258385,6990488,7406096,7505558,6527709,7742335,6416113,5768380,7966512,6753826,6286276
2021-11-27T05:10,7310911,8737022,8844504,7089231,8340538,7957992,6879004,6956228,8774911,7667695,7897931,9391279,8318852,8734381,7815394,5051412,7300188,6678436,7663573,6389012,8009825,7957600,7287279,7730977,7458068,6517018,7179630,6352347,6828645,6877949,6802476,4943626,7581336,7606846,7752819
2021-11-27T05:15,8736295,5535585,7138648,7932054,7952888,6906701,6407601,6456568,7143029,7923120,7636527,8625370,6044199,8698581,7124378,8135053,8058086,6011159,6832392,6468932,8268075,6826379,8287578,5894246,7085615,9399003,8429418,8336093,7830525,7970566,7338298,6147742,8256104,9729399,7441366
2021-11-27T05:20,7622962,7469976,8801759,7327492,6199779,6755107,8341478,6484112,6330610,6888660,7563123,9710017,6929698,5762652,6649796,6651159,6506021,7648717,8669608,8266401,7569274,9192705,7408145,5472816,7541946,7624054,7787346,6232280,7495694,7069536,7565695,8084292,7449592,6190014,7855021
2021-11-27T05:25,7822960,7429715,8643545,8041987,8535637,7023778,8034110,5958986,6970073,7133978,7688280,7079338,7166544,5462083,5532973,7117221,7273212,8342022,8203732,8058576,8275357,6049384,6717282,8264481,7023377,7673062,6800129,6749124,6641893,7716005,6513332,8660108,7943087,8174090,8466411
2021-11-27T05:30,7819425,8055231,6881314,6643072,6576253,8952549,8805284,6285791,6616043,7072570,8689865,6056842,8698849,6859570,7804707,6034837,8203195,6163525,7451688,9385858,8416105,9271844,6447572,8197853,6241903,6763550,9328079,5787160,7640504,8196720,5560922,8004590,7766799,7409919,6826529
2021-11-27T05:35,7216107,8967169,7842128,6910061,7132057,8244481,7794202,8070930,8238431,8147103,7674772,7511200,6803479,6921674,9109252,5812868,6009383,7661207,7954161,7924825,7746676,8783689,6647959,6286313,7600309,7654424,9217856,7885782,7781439,6812500,8758968,5723552,6682624,6159536,5788202
2021-11-27T05:40,8222311,8727194,8701474,6146190,7409626,4726843,6479133,7845090,6155205,7912968,6783125,7274666,6807336,6750687,7848471,6996789,6904556,7471566,8186049,6811461,8630575,6798063,7389934,8185401,6393316,6699262,6021813,7854583,10336925,7962039,8147790,7073028,6901560,6475134,7594137
2021-11-27T05:45,5761263,9501130,5725678,6818663,6405023,5545398,7860814,7466961,5126191,7199948,7311499,8998603,8020784,8369438,9116640,7459787,7894552,7103836,6611084,5525152,7450319,7956500,9459466,9769283,5429912,8401403,6147762,6973150,7832964,5711237,7528472,7066488,8591190,7779826,7454844
2021-11-27T05:50,7023681,7985981,8190048,7562908,8360127,6308907,5871021,7169852,7010839,8024286,7026948,7994417,7495182,6551403,7642565,7567115,6413575,7840324,9156007,8622111,8060789,8395620,7846610,5509513,7330757,4813377,6648660,7990701,7749093,6040175,8437007,6033590,6260334,7291437,6757481
2021-11-27T05:55,9223033,7502005,6760930,5298141,6997010,7638489,8676138,7119136,8010367,7868261,7282918,5993229,8635742,7591316,8210325,7937977,7210361,7524616,7524943,9357714,7059304,7172218,7256671,7038618,6728876,8437177,7784755,7195978,6441971,7676456,4953468,8993794,8028492,6340313,7607910
2021-11-27T06:00,6688462,7107321,5887061,9719207,5852528,7659333,7200523,7284000,9172913,6571211,7709942,6183598,7036119,9640125,5892175,7626996,8251525,6565457,8055118,5653128,6332212,5686789,7308980,7881681,6975973,7170079,8277640,7388299,6337217,7654113,7681397,8224802,7178140,6352450,7172844
2021-11-27T06:05,6479760,8204287,8580249,9299289,7937376,7127922,6621791,6984392,7209169,7485952,6131650,8247506,7989201,7023684,7648840,8129566,8272852,9263431,9718306,7043809,8822379,6496840,6447103,7124505,8319740,7347861,8688558,8430420,7010816,5339668,7754236,6159107,4799744,6346323,6946060
2021-11-27T06:10,8512919,6851420,8136410,6468241,6576731,8151515,8233188,7786161,6362071,8795684,9544602,6992116,7716496,7806990,7328262,6291252,7083999,5984272,7796726,7743180,5441680,6433983,6315285,6900869,7494483,8056855,6612562,7590836,5759249,7714954,7267246,7535210,6149732,6469493,8303911
2021-11-27T06:15,7682026,7435603,8044615,7617709,8379867,8374895,6625048,7337799,7250912,7090068,7282891,6479565,7958971,7191632,6390154,6905628,7111963,5518970,7775621,5063419,6933257,6047861,7426091,10282983,8345948,5479891,6015611,5476797,7014603,7090545,7152841,6387001,8246752,6336552,7188295
2021-11-27T06:20,8189660,7560634,9317922,6129109,8601602,8699666,6889074,7130667,6829010,8715954,10152959,6923975,6280519,7296677,8122599,8264755,8066486,6167400,7331996,6333966,7485539,8402044,5979165,7268318,8022351,7861665,7273427,5083980,8714475,7602212,7919005,7543671,7252901,8432467,8720938
2021-11-27T06:25,7605352,7389649,8032361,8130182,7484883,6858192,7929151,7853531,7965599,6724678,7510366,6472188,7830324,8535791,8573501,7349910,7711541,7686028,7873076,8265433,7469918,5027261,6969153,7819605,6900640,9412289,5923689,5689007,8768001,7939095,6429541,7638662,7960657,6656842,8160520
2021-11-27T06:30,5035471,7721259,6113859,7313235,7456344,6992441,6074919,6974054,7129923,7727263,8845757,5975594,6278476,6285144,5929905,7938339,7872079,6841369,7168743,7427170,7814901,7246641,6294156,8029957,6189943,7457810,5083001,6227887,7840879,5738934,5373725,5114592,7810439,7146255,7464110
2021-11-27T06:35,7617088,6946306,5140288,6837527,7198113,8569764,6234750,7116881,6752903,7535219,9185178,6927126,6677953,6877097,6431005,8111118,8988132,6669006,7209934,7378221,7261543,7464164,7577673,6507242,5994070,7145868,8174475,8291315,7826268,7358844,6624468,6827067,8666279,7088726,8213686
2021-11-27T06:40,7888596,8514101,7361833,6871972,7718261,6957219,7342457,6780433,7716987,8217763,7053294,8848991,5766753,8045785,7620721,8073748,6741332,5725544,7285426,7101348,7555143,7399362,6669329,6841031,7648844,7124707,7070249,7674242,7949760,7960241,7015834,6309604,6592070,7592095,8175705
2021-11-27T06:45,6658553,6271585,9232346,6650391,6401124,7289838,6851420,7044937,5030141,7439840,7142739,6688291,7614538,7213063,6803946,7262590,10458982,7761985,8661528,9075217,6254217,8554665,8985557,7322856,7582794,7240961,7216180,8841200,6543415,7731452,7289802,6206937,7527124,8631775,7969850
2021-11-27T06:50,6934204,5229918,5644241,8424723,6503090,7577959,7717672,7183549,7542077,7748334,9057890,6500714,6417054,9401918,8999246,6062653,5134168,6453545,6780410,9258781,5324381,7131976,7180244,7247705,8972173,8022961,7705623,7985640,5579243,9006859,7948569,5745139,8273869,8868785,7267026
2021-11-27T06:55,7195949,7957795,7744962,7871720,9328878,7543926,5172442,5268130,5717579,6683296,8830759,6440365,8054674,6639925,8872310,6628186,6944627,6261363,7102977,6778402,7431802,6258027,8107123,6239213,7214426,9168104,8656756,7738902,9993191,5698938,7406747,7754315,9158080,7261473,6087931
2021-11-27T07:00,7781226,7291817,7999960,8057335,6137268,7481423,8718919,4711955,7137268,6606332,7375210,7428498,5756722,8508119,7778779,6307219,5117221,6370390,7325527,9266361,11502477,5870366,6763452,8252881,7142126,9030616,9052857,6905483,6466991,6193864,10497589,8158544,6289402,8841937,8761448
2021-11-27T07:05,7457553,8537616,7726184,6444419,8115583,7972053,5202907,7638487,6519897,5950546,4272593,7052167,6731361,6692240,6075261,7001083,6556829,5939437,8421222,6348655,7895065,7627236,7516614,8518551,6854297,6624106,6490460,6997694,8135329,7299700,7525306,5804937,6956389,7204084,6892525
2021-11-27T07:10,8467804,6512830,7361466,7896695,7701665,7491276,7441944,8648679,6777056,5670802,7264320,7974297,6924799,8102808,7935022,8073067,8334517,7310889,7525125,8449498,6506723,6988269,7740167,8945067,9230313,7285038,8415704,6783928,9310651,7170293,8514708,6308861,7209882,6456175,7637932
2021-11-27T07:15,7293543,6772927,6530217,7618237,7130319,8151064,7657487,10279676,6170737,6491598,8156566,8869558,9087754,8277361,5556985,5363125,7325885,7264018,6350592,7611429,6082408,8831971,6781154,6322029,7991528,6778984,7024436,7096355,7489039,6567602,6765198,6087816,11607112,8179505,6107004
2021-11-27T07:20,7040098,8649509,8261643,6800573,6459877,8717253,8538451,7337908,8241052,8439181,6383462,7431318,6356869,5755189,7976947,7326497,5746092,8005394,8747783,7142944,6113058,5725181,7771274,9554735,7411567,6777452,7436857,7810601,8013953,5348657,5673742,6435672,7987906,6861293,9140997
2021-11-27T07:25,7876411,6900075,7481880,8592130,7737575,8067993,7724990,7010616,6789643,7305916,7480124,7827921,7035291,6979515,6831014,7871337,5582393,7861225,9733902,6727994,6238002,6475973,5281380,6969450,5125079,5832468,7513264,7585671,9427597,8575931,6495177,6657177,8150912,6633169,5715542
2021-11-27T07:30,6729625,9742948,6208191,6213962,8043901,9129602,6041675,8051546,7182307,9948847,7874985,6631120,8090210,7371723,7517814,6665958,9618809,8052397,5234323,9510432,6481078,8557633,6504512,7704919,6097641,7001452,7576482,5929227,7562970,7146049,7027180,5451465,5194863,8032350,7653004
2021-11-27T07:35,7992987,7470835,6606917,7951870,7265141,6739211,7979454,6561696,6327818,8321379,6533539,7895747,7412345,8450033,8132513,7309639,7295447,7011939,8070759,8577367,6327774,6728862,9794955,7946124,7443510,7233239,7977153,8328055,6863028,6649224,7400663,8277068,5958479,6270881,6225915
2021-11-27T07:40,9187529,5911226,8141132,8082270,6744485,5724970,6083364,8158980,7305266,8931192,8058418,6931606,7250551,7449135,7007200,7721610,7874570,9302083,7142959,8119423,7859958,7161007,7528829,8643427,7084794,7103429,7205093,6809029,8593553,6093185,7532372,8643174,7990548,6721399,9731644
2021-11-27T07:45,9151904,6889171,7223162,6212212,8381947,6679482,10225688,7051819,6356020,6289704,8677089,6852769,6482042,8376147,8394641,7784425,6709832,7464564,7274535,7152930,7105391,9310988,9285596,7127367,7879740,6681818,8239992,7571254,8513513,7545686,7619367,7939175,7629079,6700344,7056410
2021-11-27T07:50,6109188,5139687,7538920,6920001,6998568,7577529,7479770,9775446,7014694,7390732,6239736,7944620,8051931,7124187,6574907,9062689,7615696,7578088,6932908,9271546,8992474,6719777,8259948,4802505,9097283,9320445,7708400,10289881,6950315,8082863,7793164,6919474,6659729,7127320,7678908
2021-11-27T07:55,8503632,6605286,9677191,8333798,7688287,6381318,7759515,6560662,8571807,6459307,9455991,6693867,7759111,6429517,6833694,8515104,8307227,7261324,5005689,7015854,9272624,8045226,6280049,6215172,8455460,6424281,5869564,7865411,7270611,6252422,6423198,8716875,7087212,7349085,7844364
2021-11-27T08:00,7129611,7752053,7504264,6734691,7946750,6866888,7287565,6723134,7772276,7402336,8801390,7114723,6625491,8504460,8035818,7080373,6639106,6363054,8691298,8406502,8414662,9583631,8198927,5310436,7821904,7334123,8202907,7351484,6451034,10434704,8194943,6635333,6459858,6477676,8940130
2021-11-27T08:05,7586743,7013778,7152979,5826086,5810728,5496482,7515716,7953390,6942130,8201545,8544153,8217705,6330077,6584745,10318955,7282795,6197574,6320922,7121511,6366351,5963388,5963332,7731057,7100073,7002377,8076991,8231009,8319517,6200827,7377469,9062161,6507191,6990497,7776552,7019459
2021-11-27T08:10,7978104,6394836,7251297,7014908,5713794,7514976,6829063,9434612,7727465,7841309,5824950,7521751,8748726,5731081,9742559,8038987,7843444,7193854,7835635,8645535,7116475,5404755,7964649,5877656,5782390,7257061,7218537,7599742,8343790,6667110,8798089,5920163,7420675,5871045,6714197
2021-11-27T08:15,9233729,7259789,7112176,7080446,7288604,6894912,6871630,6596502,6717056,7627898,6960507,8838397,9258068,8331490,6455014,7405502,5908391,9074718,6187748,7191554,5894336,6045225,7173003,8003920,6772871,7295560,7111290,6868297,7636525,7499766,7332665,6528081,9310544,8711459,7326025
2021-11-27T08:20,7029864,7218311,8421208,8266895,6959301,7341507,9185089,7666555,6550555,8581085,8572613,9944036,8188732,5789229,7086588,7302325,6835727,7556841,4880693,5457651,6634274,8655969,6937699,8070232,7797470,8180619,6886655,7136461,7812665,8441133,5814152,5561666,5687874,9901582,6799773
2021-11-27T08:25,7076249,7225365,7971698,9673483,7259079,6771070,8717991,5170991,8289829,8313363,8040161,7587828,7616591,7726323,9401317,7610489,6765883,7292303,6255763,5461193,7803290,7672314,6206582,8417115,7908119,8138698,8410592,6884953,6133484,7875254,8807867,8546317,6187786,6570452,8074320
2021-11-27T08:30,8288986,6543054,7351437,8064368,7631552,8383071,6846824,8636171,6008789,6719632,7840061,7083312,8177395,6721568,7665611,6641332,8244740,7633257,6261306,7797981,7385761,8433785,7966466,7330599,7412779,7741537,7215910,6876645,8038866,7730380,7596612,5456074,8683525,7096734,9151668
2021-11-27T08:35,8127441,8320900,7435788,8453924,6785062,6829993,8250375,7553098,7917088,6186538,6210452,6509761,7219614,5540668,7054403,6415818,7608985,7137446,9191583,6331982,7563358,8295456,8946592,6593050,6648291,6964523,7667247,7079671,7687645,8254550,8424539,8215913,7395832,5797174,9127903
2021-11-27T08:40,6608990,7471745,7843836,7284099,6436980,7461166,9514204,6097914,5467152,7869182,7463050,7284030,8296850,8280884,7221471,5771848,7640929,5684083,6753722,8137131,7678714,5489107,8161822,9224348,8922894,8631480,6885662,8450411,6198516,6683770,7718301,7098921,7990538,7302464,8111031
2021-11-27T08:45,7928331,6118477,7594785,6088227,8095376,8032100,6918322,6557992,6564382,7689733,7085952,7999370,7348950,8078117,7594040,8133292,7852333,7028592,8744293,9291150,8505118,7323574,6361044,6414752,8691975,8590998,8368170,7707782,9442975,7061491,6686741,9874307,5388560,6676038,4643980
2021-11-27T08:50,7728658,8218379,6220750,6436429,8343700,7670159,7816959,7053849,7394362,6539457,6161919,8306721,7049234,6796249,8305056,7991253,7695058,5336483,5917963,6570885,6628702,7148149,7204678,9337617,5803453,8025677,7445229,7658485,7880463,9242675,6227090,9635114,7439620,6470041,6609160
2021-11-27T08:55,8117434,7496968,6975884,6540804,7682757,8183210,8060426,8175968,8897371,5747090,8442450,5800092,8676010,5015392,5532787,6127628,6682752,7950208,9017210,8079454,8376811,7372261,6658754,7602196,7469413,6692188,7578993,8210874,8737647,8061117,5562635,6800718,8110006,5673413,7662385
2021-11-27T09:00,10223774,6437680,7240528,6978848,6316858,6639464,8311601,7005992,8618244,7856284,6906181,8126446,8927720,7861881,7996693,7629949,7929716,7966780,6365705,4652634,9809813,8331009,7630671,7859395,7707864,8143549,6687612,8130088,7455419,5605495,7110511,8243994,8854224,7945650,7818557
2021-11-27T09:05,7032732,7611769,7287359,6574060,7705326,8571083,8212872,7540692,6292440,7560321,7464468,6943092,7812282,8375821,6754270,6534699,6611403,5736777,6173903,7142313,5088643,8487332,8550081,5974944,5338089,6081502,7248450,7572055,6740415,6165970,7191242,8972972,8793099,6539569,7381047
2021-11-27T09:10,8424716,8859446,8301573,7072413,8179582,8967692,8089240,6958954,6004894,6786136,6997180,6855314,6992888,7219207,6938618,5721614,7111813,6320902,7262683,7604243,8232033,6262143,7795346,7065552,8544795,5929487,6667855,5728539,7863561,7437666,7487675,6712897,8111735,7184518,6884357
2021-11-27T09:15,7732171,6740816,7214646,7559113,6850760,8885142,7944106,7167477,7304054,7582561,10245609,7812534,5708979,9701339,8462193,6364869,6950107,5996021,5274102,8141256,8524796,8503103,7773453,8716626,8937354,8351483,6712888,7121726,6624040,7475221,6692024,7142644,6309356,6956073,6793733
2021-11-27T09:20,7901952,6939748,7833977,6918435,6747281,6684468,7539224,7195746,6717967,8331881,7158090,4815283,8709055,8376556,4326057,7417633,7680935,4959563,7863041,8143569,5678499,7047548,7364933,7816764,8202005,8779734,7248828,7717579,7751093,8184446,8323348,6899006,8091668,7293924,6759810
2021-11-27T09:25,6548092,6837007,6847033,7817802,6780319,8050667,8255380,7869762,7624618,8909571,8694003,7788881,5141758,6363129,6795097,6778291,6443108,7522304,6308882,6373977,9141663,6599684,6480068,7205041,6349807,7515312,6821439,7140415,7893042,7338172,6192073,6237770,7489932,9745892,4600554
2021-11-27T09:30,7943388,7694888,6121324,6225432,6977724,7420682,6514457,8720286,9951456,8835821,8073412,8127863,6801576,7709555,6487786,7972067,6343354,7640567,8702748,6257458,7382337,10630365,7198394,7062085,6448145,7073094,7928537,8245064,8353345,7052689,7359663,9406417,7157055,7095611,8812927
2021-11-27T09:35,7812506,7666129,7674127,6141388,5999903,6047459,7062953,6054446,6705046,6764875,6937030,6335022,8237827,6989018,7433538,7466067,6887420,7490692,6483290,6719596,6929822,5599864,6590153,6448813,8043967,5071933,7397350,7281947,8445748,8261826,7364220,8164176,6813447,5228106,8219795
2021-11-27T09:40,7493548,6839123,6702649,8110571,8968184,7246322,8337932,5999929,7501172,6581823,8072553,7611305,6660247,5730959,9263650,7775236,6731320,9234386,7037960,6287036,5584560,6555717,7893387,8112844,8268094,8545885,8335567,7020489,7286264,7029558,7702145,8348602,7102461,6045333,8287484
2021-11-27T09:45,5448640,6686078,7841712,8675276,8395922,6584819,8473920,7965269,7806149,7631850,7967346,7071495,8212589,7436410,8384204,7884091,6922443,8203802,9216956,9426352,7999285,9382262,7289986,4395107,6123608,9126326,6199061,6299456,6994114,6425891,5915388,7662629,7772431,7012940,7636737
2021-11-27T09:50,6637766,6153098,8484247,7602502,6241158,7945783,8548674,7199074,4733597,7676572,5867468,7461207,8631337,5737709,4979985,7022647,7589011,6869886,7536876,8337224,8516768,6634651,6403374,7552025,7516982,6904208,6510277,5640412,7083866,7088092,8457331,7452158,5841390,7670293,4989913
2021-11-27T09:55,8583428,6580824,6708733,8394965,5740580,6817379,7603859,6934958,7714011,6357601,6065937,7846783,8847514,8427796,6718129,7350338,7171805,7631175,7214537,7524543,6387737,8617678,8395000,8993525,7244555,5974160,6561434,7638508,6326747,7850652,6713357,6479439,7169569,7742498,7604556
2021-11-27T10:00,5582778,8223741,8375956,6719353,7096016,8004723,5781090,6176237,6939153,5849388,10094038,8079111,7003255,5615382,7309124,6943815,7152381,6903583,6435212,6713803,6541946,6607617,7022665,7210917,10334940,7566369,7631856,6174152,7505233,7017569,6948899,7811963,8555889,8854348,8007761
2021-11-27T10:05,6821596,8989726,6967142,8343335,6233504,9576363,7291690,6505058,5532133,7574751,5442977,5778061,5970521,7753303,7545844,8895271,7451319,6215528,7974599,8420182,6860688,8479443,6225820,8032913,7960700,5972318,9828395,6426218,7382450,7624481,6770859,7765540,8172728,6286492,7356814
2021-11-27T10:10,7933662,8471647,6344099,7832208,7446638,6892080,8875977,8062487,9092809,5150910,7459340,7302046,6617544,5600438,7288979,6383163,7557353,7404130,6501953,5576143,6352407,6087607,5462476,5595716,6576833,7630689,6665055,6149725,8071030,6504074,5785152,6545184,9453951,7237925,6623669
